id,title,category,target_audience,hook_type,duration,cta_offer,created_at
"SC-MU709TME-10","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:40:06.912Z"
"SC-MU70B7XU-31","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:41:10.503Z"
"SC-MU70CL0A-13","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:42:14.432Z"
"SC-MU70DYBR-90","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:43:18.407Z"
"SC-MU70FBP5-86","Respect the Brush, Build a Legacy","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:44:21.863Z"
"SC-MU70GON2-70","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:45:26.709Z"
"SC-MU70I2P1-30","PVC Chejhta Kya Hai: Primer, Emulsion, Texture Ki Sachchi Baat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:46:31.878Z"
"SC-MU70JGZ3-12","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:47:35.857Z"
"SC-MU70KUC6-50","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:48:39.775Z"
"SC-MU70M7NK-56","Cash Discount Magic: How 2% in 7 Days Boosts Dealer ROCE","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:49:43.943Z"
"SC-MU70NL66-29","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:50:47.769Z"
"SC-MU70OYF6-25","2% Cash Discount Ka Power: Dealer ROCE Kaise Barhao?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:51:50.846Z"
"SC-MU70QB39-11","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:52:54.243Z"
"SC-MU70RO0F-95","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:53:58.660Z"
"SC-MU70T1PJ-34","Respect Ke Saath Mote Kaise Banaye Lifetime Brand?","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:55:03.216Z"
"SC-MU70UFIV-94","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:56:07.375Z"
"SC-MU70VT1E-48","Aesthetic Light Shadows: How Natural Graded Quartz Texture Interacts with Sunlight Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:57:11.070Z"
"SC-MU70X66O-63","The Real Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:58:15.528Z"
"SC-MU70YJXB-84","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T13:59:19.974Z"
"SC-MU70ZXND-68","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:00:23.633Z"
"SC-MU711ARA-92","Cash Discount Ka Magic: Dealer ROCE Ka Rocket Launch","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:01:27.339Z"
"SC-MU712NWZ-99","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:02:30.962Z"
"SC-MU714105-80","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:03:34.940Z"
"SC-MU715EDC-34","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:04:38.536Z"
"SC-MU716RG5-78","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:05:41.682Z"
"SC-MU71845X-50","2% Cash Discount Ka Power: Dealer ROCE Kaise Badhaye?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:06:45.540Z"
"SC-MU719HG0-85","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:07:50.492Z"
"SC-MU71AVK0-11","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:08:53.999Z"
"SC-MU71C8KN-84","Cash Discount Ka Power: 2% In 7 Days Se Roce 1 Saal Ka ROCE Badhane Ka Raaz","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:09:58.143Z"
"SC-MU71DM1U-80","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:11:02.511Z"
"SC-MU71EZQ8-60","How Sunlight Breathes Life into Graded Quartz Textures","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:12:06.843Z"
"SC-MU71GDD8-77","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings Ke Saath","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:13:11.275Z"
"SC-MU71HR32-23","Why Walls Sweat Salt & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:14:16.890Z"
"SC-MU71J5PB-74","PVC Chej Kitna Asar Hai: Primer, Emulsion, Texture Ki Sachchi Baat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:15:21.264Z"
"SC-MU71KJDU-24","5 Saal Ka Stone Armor: Repaint Scam Ka Saamna","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:16:26.802Z"
"SC-MU71LXXX-81","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:17:31.437Z"
"SC-MU71NBTN-75","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:18:36.559Z"
"SC-MU71OQ2K-74","How Sunlight Breathes Life into Graded Quartz Textures","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:19:40.075Z"
"SC-MU71Q32K-61","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:20:43.745Z"
"SC-MU71RG77-94","Monsoon Mold Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:21:47.404Z"
"SC-MU71STBJ-41","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:22:52.240Z"
"SC-MU71U7CU-71","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:23:56.567Z"
"SC-MU71VKZE-48","Notched Trowel vs Flat Float: Perfect Rustic Uniformity for Thekedaars","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:25:00.884Z"
"SC-MU71WYM7-84","30-Day Buyback Guarantee: Risk-Free Growth for Your Store","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:26:05.697Z"
"SC-MU71YCMX-49","30-Day Buyback Guarantee: Risk-Free Growth for Your Store","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:27:11.864Z"
"SC-MU71ZROX-40","Monsoon Mold Magic: Paint Chemistry That Keeps Walls Dry","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:28:15.749Z"
"SC-MU7214Z0-23","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:29:20.565Z"
"SC-MU722IZI-40","सफेद रूस्टिक टेक्स्चर के साथ मोडर्न मिनिमल लाइटिंग का सिलसिला","Architect Spec","Interior Decorators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:30:25.997Z"
"SC-MU723XGZ-35","Monsoon Mold Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:31:30.151Z"
"SC-MU725AZ8-90","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:32:34.469Z"
"SC-MU726OLQ-67","स्वतंत्र Accent Walls: Swatch Rustic Texture + Modern Minimalist Lighting","Architect Spec","Interior Decorators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:33:38.868Z"
"SC-MU7282AS-98","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:34:43.272Z"
"SC-MU729FZO-49","2% Cash Discount Ka Power: Dealer ROCE Rocket Science","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:35:46.948Z"
"SC-MU72AT4C-69","30-Day Buyback Guarantee: Zero Risk Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:36:50.523Z"
"SC-MU72C66A-13","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:37:53.988Z"
"SC-MU72DJ5J-47","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatingin Kee Quality","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:38:58.172Z"
"SC-MU72EWO5-22","Ready-To-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:40:02.571Z"
"SC-MU72GADA-50","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:41:06.221Z"
"SC-MU72HNGV-28","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:42:11.589Z"
"SC-MU72J1WM-68","The Real Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:43:15.261Z"
"SC-MU72KF1F-62","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:44:20.063Z"
"SC-MU72LT1Z-40","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Bat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:45:24.383Z"
"SC-MU72N6O3-53","5 Saal Ka Stone Armor: Repainting Scam Kyon Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:46:28.141Z"
"SC-MU72OJV5-85","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:47:32.028Z"
"SC-MU72PX5U-54","Cash Discount Magic: How 2% in 7 Days Boosts Dealer ROCE","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:48:36.225Z"
"SC-MU72RAPI-93","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:49:40.539Z"
"SC-MU72SOBK-32","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:50:44.375Z"
"SC-MU72U1KX-75","Ready-to-Use Bags: Lock Cash Flow, Not Stock","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:51:47.451Z"
"SC-MU72VE8W-56","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:52:51.736Z"
"SC-MU72WRUG-31","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:53:56.378Z"
"SC-MU72Y5QO-95","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:55:00.230Z"
"SC-MU72ZIZT-49","The Unboxing of Swatch Rustic: Find the Sealed ₹50 Cash Token & Scan It","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:56:04.062Z"
"SC-MU730W95-36","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Bat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:57:07.836Z"
"SC-MU7329GY-92","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:58:13.026Z"
"SC-MU733NRA-73","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T14:59:16.653Z"
"SC-MU7350VA-36","High-Build Texture vs Multi-Coat Putty: 2 Days Saved","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:00:20.845Z"
"SC-MU736EDY-42","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:01:24.967Z"
"SC-MU737RV1-65","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:02:28.368Z"
"SC-MU7394S8-47","Respect the Brush, Build a Legacy","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:03:32.499Z"
"SC-MU73AI9O-72","Monsoon Mold Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:04:36.428Z"
"SC-MU73BVLJ-42","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coating Ki Sachchi Kahani","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:05:40.051Z"
"SC-MU73D8ON-69","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:06:43.497Z"
"SC-MU73ELMY-61","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coating Ki Sachchi Kahani","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:07:47.568Z"
"SC-MU73FZ2Q-23","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:08:51.266Z"
"SC-MU73HC82-40","Cash Discount Ka Power: 2% In 7 Days Se Annual ROCE Kaise Badhaye?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:09:55.886Z"
"SC-MU73IQ3G-99","5 Saal Ka Stone Armor: Repainting Scam Kyon Ho Sakta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:11:00.859Z"
