id,shop_name,district,cluster_area,owner_name,phone,full_address,primary_category,estimated_monthly_volume
135,"Maruti Indraprastha Hardware & Building Materials",Kota,"Indraprastha Industrial Area","Trader F Kota",+919414000281,"Shop 150, Main Road, Indraprastha Industrial Area, Kota, Rajasthan","Water-Based Paints & Hardware",195
136,"Balaji Rani Wall Protect & Texture Depot",Bikaner,"Rani Bazar Industrial Area","Trader G Bikaner",+919414000283,"Shop 151, Main Road, Rani Bazar Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",208
137,"Kalyan Beawar Trade Associates",Ajmer,"Beawar City","Trader H Ajmer",+919414000285,"Shop 152, Main Road, Beawar City, Ajmer, Rajasthan","Water-Based Paints & Hardware",221
138,"Krishna Sukher Paints & Hardware Mart",Udaipur,"Sukher Industrial Area","Trader I Udaipur",+919414000287,"Shop 153, Main Road, Sukher Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",234
139,"Vikas Sanganer Paint & Sanitary Store",Bhilwara,"Sanganer Road","Trader J Bhilwara",+919414000289,"Shop 154, Main Road, Sanganer Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",247
140,"Shree Company Colors & Coatings Agency",Alwar,"Company Bagh","Trader K Alwar",+919414000291,"Shop 155, Main Road, Company Bagh, Alwar, Rajasthan","Water-Based Paints & Hardware",260
141,"Jai Piprali Hardware & Building Materials",Sikar,"Piprali Road","Trader L Sikar",+919414000293,"Shop 156, Main Road, Piprali Road, Sikar, Rajasthan","Water-Based Paints & Hardware",273
142,"New Purani Wall Protect & Texture Depot",Sri Ganganagar,"Purani Abadi","Trader M Sri Ganganagar",+919414000295,"Shop 157, Main Road, Purani Abadi, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",286
143,"Royal Mathura Trade Associates",Bharatpur,"Mathura Road","Trader N Bharatpur",+919414000297,"Shop 158, Main Road, Mathura Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",299
144,"Modern Mandia Paints & Hardware Mart",Pali,"Mandia Road Industrial Area","Trader O Pali",+919414000299,"Shop 159, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",312
145,"Star Chanderiya Paint & Sanitary Store",Chittorgarh,"Chanderiya Industrial Area","Trader P Chittorgarh",+919414000301,"Shop 160, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",325
146,"Classic Kuchaman Colors & Coatings Agency",Nagaur,"Kuchaman City","Trader Q Nagaur",+919414000303,"Shop 161, Main Road, Kuchaman City, Nagaur, Rajasthan","Water-Based Paints & Hardware",338
147,"National Peeru Hardware & Building Materials",Jhunjhunu,"Peeru Singh Circle","Trader R Jhunjhunu",+919414000305,"Shop 162, Main Road, Peeru Singh Circle, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",351
148,"Ganesh Niwai Wall Protect & Texture Depot",Tonk,"Niwai Industrial Area","Trader S Tonk",+919414000307,"Shop 163, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",364
149,"Maruti Town Trade Associates",Hanumangarh,"Town Main Bazaar","Trader T Hanumangarh",+919414000309,"Shop 164, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",377
150,"Balaji Bandikui Paints & Hardware Mart",Dausa,"Bandikui Mandi","Trader U Dausa",+919414000311,"Shop 165, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",390
151,"Kalyan Refinery Paint & Sanitary Store",Barmer,"Refinery Site Corridor","Trader V Barmer",+919414000313,"Shop 166, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",403
152,"Krishna Sanganer Colors & Coatings Agency",Jaipur,"Sanganer Town","Trader W Jaipur",+919414000315,"Shop 167, Main Road, Sanganer Town, Jaipur, Rajasthan","Water-Based Paints & Hardware",416
153,"Vikas Shastri Hardware & Building Materials",Jodhpur,"Shastri Nagar","Trader X Jodhpur",+919414000317,"Shop 168, Main Road, Shastri Nagar, Jodhpur, Rajasthan","Water-Based Paints & Hardware",429
154,"Shree Gumanpura Wall Protect & Texture Depot",Kota,"Gumanpura","Trader Y Kota",+919414000319,"Shop 169, Main Road, Gumanpura, Kota, Rajasthan","Water-Based Paints & Hardware",42
155,"Jai Kote Trade Associates",Bikaner,"Kote Gate","Trader Z Bikaner",+919414000321,"Shop 170, Main Road, Kote Gate, Bikaner, Rajasthan","Water-Based Paints & Hardware",55
156,"New Kutchery Paints & Hardware Mart",Ajmer,"Kutchery Road","Trader A Ajmer",+919414000323,"Shop 171, Main Road, Kutchery Road, Ajmer, Rajasthan","Water-Based Paints & Hardware",68
157,"Royal Hiran Paint & Sanitary Store",Udaipur,"Hiran Magri","Trader B Udaipur",+919414000325,"Shop 172, Main Road, Hiran Magri, Udaipur, Rajasthan","Water-Based Paints & Hardware",81
158,"Modern Pur Colors & Coatings Agency",Bhilwara,"Pur Road","Trader C Bhilwara",+919414000327,"Shop 173, Main Road, Pur Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",94
159,"Star Bhiwadi Hardware & Building Materials",Alwar,"Bhiwadi Industrial Zone","Trader D Alwar",+919414000329,"Shop 174, Main Road, Bhiwadi Industrial Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",107
160,"Classic Kotwali Wall Protect & Texture Depot",Sikar,"Kotwali Market","Trader E Sikar",+919414000331,"Shop 175, Main Road, Kotwali Market, Sikar, Rajasthan","Water-Based Paints & Hardware",120
161,"National Birbal Trade Associates",Sri Ganganagar,"Birbal Chowk","Trader F Sri Ganganagar",+919414000333,"Shop 176, Main Road, Birbal Chowk, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",133
162,"Ganesh Sewar Paints & Hardware Mart",Bharatpur,"Sewar Industrial Area","Trader G Bharatpur",+919414000335,"Shop 177, Main Road, Sewar Industrial Area, Bharatpur, Rajasthan","Water-Based Paints & Hardware",146
163,"Maruti Sumerpur Paint & Sanitary Store",Pali,"Sumerpur Road","Trader H Pali",+919414000337,"Shop 178, Main Road, Sumerpur Road, Pali, Rajasthan","Water-Based Paints & Hardware",159
164,"Balaji Collectorate Colors & Coatings Agency",Chittorgarh,"Collectorate Road","Trader I Chittorgarh",+919414000339,"Shop 179, Main Road, Collectorate Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",172
165,"Kalyan Merta Hardware & Building Materials",Nagaur,"Merta City","Trader J Nagaur",+919414000341,"Shop 180, Main Road, Merta City, Nagaur, Rajasthan","Water-Based Paints & Hardware",185
166,"Krishna Gugali Wall Protect & Texture Depot",Jhunjhunu,"Gugali Market","Trader K Jhunjhunu",+919414000343,"Shop 181, Main Road, Gugali Market, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",198
167,"Vikas Malpura Trade Associates",Tonk,"Malpura Road","Trader L Tonk",+919414000345,"Shop 182, Main Road, Malpura Road, Tonk, Rajasthan","Water-Based Paints & Hardware",211
168,"Shree Junction Paints & Hardware Mart",Hanumangarh,"Junction Market","Trader M Hanumangarh",+919414000347,"Shop 183, Main Road, Junction Market, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",224
169,"Jai Station Paint & Sanitary Store",Dausa,"Station Road","Trader N Dausa",+919414000349,"Shop 184, Main Road, Station Road, Dausa, Rajasthan","Water-Based Paints & Hardware",237
170,"New Sindhari Colors & Coatings Agency",Barmer,"Sindhari Road","Trader O Barmer",+919414000351,"Shop 185, Main Road, Sindhari Road, Barmer, Rajasthan","Water-Based Paints & Hardware",250
171,"Royal VKI Hardware & Building Materials",Jaipur,"VKI Industrial Area","Trader P Jaipur",+919414000353,"Shop 186, Main Road, VKI Industrial Area, Jaipur, Rajasthan","Water-Based Paints & Hardware",263
172,"Modern Boranada Wall Protect & Texture Depot",Jodhpur,"Boranada SEZ","Trader Q Jodhpur",+919414000355,"Shop 187, Main Road, Boranada SEZ, Jodhpur, Rajasthan","Water-Based Paints & Hardware",276
173,"Star DCM Trade Associates",Kota,"DCM Road","Trader R Kota",+919414000357,"Shop 188, Main Road, DCM Road, Kota, Rajasthan","Water-Based Paints & Hardware",289
174,"Classic Nokha Paints & Hardware Mart",Bikaner,"Nokha Road","Trader S Bikaner",+919414000359,"Shop 189, Main Road, Nokha Road, Bikaner, Rajasthan","Water-Based Paints & Hardware",302
175,"National Madar Paint & Sanitary Store",Ajmer,"Madar Gate","Trader T Ajmer",+919414000361,"Shop 190, Main Road, Madar Gate, Ajmer, Rajasthan","Water-Based Paints & Hardware",315
176,"Ganesh Bapu Colors & Coatings Agency",Udaipur,"Bapu Bazar","Trader U Udaipur",+919414000363,"Shop 191, Main Road, Bapu Bazar, Udaipur, Rajasthan","Water-Based Paints & Hardware",328
177,"Maruti Gandhi Hardware & Building Materials",Bhilwara,"Gandhi Nagar","Trader V Bhilwara",+919414000365,"Shop 192, Main Road, Gandhi Nagar, Bhilwara, Rajasthan","Water-Based Paints & Hardware",341
178,"Balaji Neemrana Wall Protect & Texture Depot",Alwar,"Neemrana Japanese Zone","Trader W Alwar",+919414000367,"Shop 193, Main Road, Neemrana Japanese Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",354
179,"Kalyan Salasar Trade Associates",Sikar,"Salasar Bus Stand","Trader X Sikar",+919414000369,"Shop 194, Main Road, Salasar Bus Stand, Sikar, Rajasthan","Water-Based Paints & Hardware",367
180,"Krishna Suratgarh Paints & Hardware Mart",Sri Ganganagar,"Suratgarh Road","Trader Y Sri Ganganagar",+919414000371,"Shop 195, Main Road, Suratgarh Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",380
181,"Vikas Kumher Paint & Sanitary Store",Bharatpur,"Kumher Gate","Trader Z Bharatpur",+919414000373,"Shop 196, Main Road, Kumher Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",393
182,"Shree Somnath Colors & Coatings Agency",Pali,"Somnath Temple Market","Trader A Pali",+919414000375,"Shop 197, Main Road, Somnath Temple Market, Pali, Rajasthan","Water-Based Paints & Hardware",406
183,"Jai Nimbahera Hardware & Building Materials",Chittorgarh,"Nimbahera Town","Trader B Chittorgarh",+919414000377,"Shop 198, Main Road, Nimbahera Town, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",419
184,"New Gandhi Wall Protect & Texture Depot",Nagaur,"Gandhi Chowk","Trader C Nagaur",+919414000379,"Shop 199, Main Road, Gandhi Chowk, Nagaur, Rajasthan","Water-Based Paints & Hardware",432
185,"Royal Mandawa Trade Associates",Jhunjhunu,"Mandawa Road","Trader D Jhunjhunu",+919414000381,"Shop 200, Main Road, Mandawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",45
186,"Modern Civil Paints & Hardware Mart",Tonk,"Civil Lines","Trader E Tonk",+919414000383,"Shop 201, Main Road, Civil Lines, Tonk, Rajasthan","Water-Based Paints & Hardware",58
187,"Star Rawatsar Paint & Sanitary Store",Hanumangarh,"Rawatsar Road","Trader F Hanumangarh",+919414000385,"Shop 202, Main Road, Rawatsar Road, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",71
188,"Classic Lalsot Colors & Coatings Agency",Dausa,"Lalsot Road","Trader G Dausa",+919414000387,"Shop 203, Main Road, Lalsot Road, Dausa, Rajasthan","Water-Based Paints & Hardware",84
189,"National Balotra Hardware & Building Materials",Barmer,"Balotra Textile & Hardware Hub","Trader H Barmer",+919414000389,"Shop 204, Main Road, Balotra Textile & Hardware Hub, Barmer, Rajasthan","Water-Based Paints & Hardware",97
190,"Ganesh Mansarovar Wall Protect & Texture Depot",Jaipur,"Mansarovar","Trader I Jaipur",+919414000391,"Shop 205, Main Road, Mansarovar, Jaipur, Rajasthan","Water-Based Paints & Hardware",110
191,"Maruti Sardarpura Trade Associates",Jodhpur,"Sardarpura","Trader J Jodhpur",+919414000393,"Shop 206, Main Road, Sardarpura, Jodhpur, Rajasthan","Water-Based Paints & Hardware",123
192,"Balaji Rampura Paints & Hardware Mart",Kota,"Rampura","Trader K Kota",+919414000395,"Shop 207, Main Road, Rampura, Kota, Rajasthan","Water-Based Paints & Hardware",136
193,"Kalyan Sadul Paint & Sanitary Store",Bikaner,"Sadul Colony","Trader L Bikaner",+919414000397,"Shop 208, Main Road, Sadul Colony, Bikaner, Rajasthan","Water-Based Paints & Hardware",149
194,"Krishna Clock Colors & Coatings Agency",Ajmer,"Clock Tower Market","Trader M Ajmer",+919414000399,"Shop 209, Main Road, Clock Tower Market, Ajmer, Rajasthan","Water-Based Paints & Hardware",162
195,"Vikas Mewar Hardware & Building Materials",Udaipur,"Mewar Industrial Area","Trader N Udaipur",+919414000401,"Shop 210, Main Road, Mewar Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",175
196,"Shree RIICO Wall Protect & Texture Depot",Bhilwara,"RIICO Industrial Area","Trader O Bhilwara",+919414000403,"Shop 211, Main Road, RIICO Industrial Area, Bhilwara, Rajasthan","Water-Based Paints & Hardware",188
197,"Jai Tijara Trade Associates",Alwar,"Tijara Road","Trader P Alwar",+919414000405,"Shop 212, Main Road, Tijara Road, Alwar, Rajasthan","Water-Based Paints & Hardware",201
198,"New Station Paints & Hardware Mart",Sikar,"Station Road","Trader Q Sikar",+919414000407,"Shop 213, Main Road, Station Road, Sikar, Rajasthan","Water-Based Paints & Hardware",214
199,"Royal Padampur Paint & Sanitary Store",Sri Ganganagar,"Padampur Road","Trader R Sri Ganganagar",+919414000409,"Shop 214, Main Road, Padampur Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",227
200,"Modern Anah Colors & Coatings Agency",Bharatpur,"Anah Gate","Trader S Bharatpur",+919414000411,"Shop 15, Main Road, Anah Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",240
201,"Star Suraj Hardware & Building Materials",Pali,"Suraj Pole","Trader T Pali",+919414000413,"Shop 16, Main Road, Suraj Pole, Pali, Rajasthan","Water-Based Paints & Hardware",253
202,"Classic Fort Wall Protect & Texture Depot",Chittorgarh,"Fort Road","Trader U Chittorgarh",+919414000415,"Shop 17, Main Road, Fort Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",266
203,"National Makrana Trade Associates",Nagaur,"Makrana Marble Zone","Trader V Nagaur",+919414000417,"Shop 18, Main Road, Makrana Marble Zone, Nagaur, Rajasthan","Water-Based Paints & Hardware",279
204,"Ganesh Khetri Paints & Hardware Mart",Jhunjhunu,"Khetri Nagar","Trader W Jhunjhunu",+919414000419,"Shop 19, Main Road, Khetri Nagar, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",292
205,"Maruti Subhash Paint & Sanitary Store",Tonk,"Subhash Chowk","Trader X Tonk",+919414000421,"Shop 20, Main Road, Subhash Chowk, Tonk, Rajasthan","Water-Based Paints & Hardware",305
206,"Balaji Industrial Colors & Coatings Agency",Hanumangarh,"Industrial Area","Trader Y Hanumangarh",+919414000423,"Shop 21, Main Road, Industrial Area, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",318
207,"Kalyan Agra Hardware & Building Materials",Dausa,"Agra Road","Trader Z Dausa",+919414000425,"Shop 22, Main Road, Agra Road, Dausa, Rajasthan","Water-Based Paints & Hardware",331
208,"Krishna Station Wall Protect & Texture Depot",Barmer,"Station Road","Trader A Barmer",+919414000427,"Shop 23, Main Road, Station Road, Barmer, Rajasthan","Water-Based Paints & Hardware",344
209,"Vikas Tonk Trade Associates",Jaipur,"Tonk Road","Trader B Jaipur",+919414000429,"Shop 24, Main Road, Tonk Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",357
210,"Shree Basni Paints & Hardware Mart",Jodhpur,"Basni Industrial Area","Trader C Jodhpur",+919414000431,"Shop 25, Main Road, Basni Industrial Area, Jodhpur, Rajasthan","Water-Based Paints & Hardware",370
211,"Jai Vigyan Paint & Sanitary Store",Kota,"Vigyan Nagar","Trader D Kota",+919414000433,"Shop 26, Main Road, Vigyan Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",383
212,"New Bichhwal Colors & Coatings Agency",Bikaner,"Bichhwal Industrial Area","Trader E Bikaner",+919414000435,"Shop 27, Main Road, Bichhwal Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",396
213,"Royal Parbatpura Hardware & Building Materials",Ajmer,"Parbatpura Industrial Area","Trader F Ajmer",+919414000437,"Shop 28, Main Road, Parbatpura Industrial Area, Ajmer, Rajasthan","Water-Based Paints & Hardware",409
214,"Modern Udaisagar Wall Protect & Texture Depot",Udaipur,"Udaisagar Road","Trader G Udaipur",+919414000439,"Shop 29, Main Road, Udaisagar Road, Udaipur, Rajasthan","Water-Based Paints & Hardware",422
215,"Star Bhopalganj Trade Associates",Bhilwara,"Bhopalganj","Trader H Bhilwara",+919414000441,"Shop 30, Main Road, Bhopalganj, Bhilwara, Rajasthan","Water-Based Paints & Hardware",435
216,"Classic MIA Paints & Hardware Mart",Alwar,"MIA Industrial Area","Trader I Alwar",+919414000443,"Shop 31, Main Road, MIA Industrial Area, Alwar, Rajasthan","Water-Based Paints & Hardware",48
217,"National Bajoria Paint & Sanitary Store",Sikar,"Bajoria Road","Trader J Sikar",+919414000445,"Shop 32, Main Road, Bajoria Road, Sikar, Rajasthan","Water-Based Paints & Hardware",61
218,"Ganesh Gola Colors & Coatings Agency",Sri Ganganagar,"Gola Market","Trader K Sri Ganganagar",+919414000447,"Shop 33, Main Road, Gola Market, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",74
219,"Maruti Circular Hardware & Building Materials",Bharatpur,"Circular Road","Trader L Bharatpur",+919414000449,"Shop 34, Main Road, Circular Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",87
220,"Balaji Mandia Wall Protect & Texture Depot",Pali,"Mandia Road Industrial Area","Trader M Pali",+919414000451,"Shop 35, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",100
221,"Kalyan Chanderiya Trade Associates",Chittorgarh,"Chanderiya Industrial Area","Trader N Chittorgarh",+919414000453,"Shop 36, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",113
222,"Krishna Didwana Paints & Hardware Mart",Nagaur,"Didwana Road","Trader O Nagaur",+919414000455,"Shop 37, Main Road, Didwana Road, Nagaur, Rajasthan","Water-Based Paints & Hardware",126
223,"Vikas Chirawa Paint & Sanitary Store",Jhunjhunu,"Chirawa Road","Trader P Jhunjhunu",+919414000457,"Shop 38, Main Road, Chirawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",139
224,"Shree Niwai Colors & Coatings Agency",Tonk,"Niwai Industrial Area","Trader Q Tonk",+919414000459,"Shop 39, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",152
225,"Jai Town Hardware & Building Materials",Hanumangarh,"Town Main Bazaar","Trader R Hanumangarh",+919414000461,"Shop 40, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",165
226,"New Bandikui Wall Protect & Texture Depot",Dausa,"Bandikui Mandi","Trader S Dausa",+919414000463,"Shop 41, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",178
227,"Royal Refinery Trade Associates",Barmer,"Refinery Site Corridor","Trader T Barmer",+919414000465,"Shop 42, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",191
228,"Modern Amer Paints & Hardware Mart",Jaipur,"Amer Road","Trader U Jaipur",+919414000467,"Shop 43, Main Road, Amer Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",204
229,"Star Ratanada Paint & Sanitary Store",Jodhpur,"Ratanada","Trader V Jodhpur",+919414000469,"Shop 44, Main Road, Ratanada, Jodhpur, Rajasthan","Water-Based Paints & Hardware",217
